,dumb,reduced,residual
2011-07-28 06:45:00,1.0431000000000004,1.0353312487700002,1.2933000000000001
2011-07-28 07:00:00,1.430499999999999,1.2847377008900012,0.7202000000000003
2011-07-28 07:15:00,1.5561999999999978,1.4930938928000013,0.8729000000000001
2011-07-28 07:30:00,1.779899999999998,1.7626357637500014,1.1539000000000001
2011-07-28 07:45:00,2.199699999999999,2.206144124650004,1.5625
2011-07-28 08:00:00,2.5210999999999992,2.309234877030005,1.7372999999999996
2011-07-28 08:15:00,2.6190999999999995,2.340343738830005,1.7435999999999998
2011-07-28 08:30:00,2.843099999999999,2.5647890930200066,1.9162
2011-07-28 08:45:00,2.8543000000000007,2.7326117126200065,1.9969
2011-07-28 09:00:00,3.1376,2.9642851467200066,3.135600000000001
2011-07-28 09:15:00,3.4224999999999994,3.1163982174200067,3.1355000000000004
2011-07-28 09:30:00,3.8776000000000006,3.5219919064900065,3.1363999999999996
2011-07-28 09:45:00,3.0857999999999985,2.9854215014600074,3.048799999999999
2011-07-28 10:00:00,3.4156000000000004,3.2193573205800083,3.922799999999999
2011-07-28 10:15:00,3.4799999999999995,3.3618709020100073,3.8123
2011-07-28 10:30:00,3.5647,3.353102801640008,3.6967000000000008
2011-07-28 10:45:00,3.8426,3.6533085039900084,3.6591000000000005
2011-07-28 11:00:00,3.484,3.1952362767800078,3.3507
2011-07-28 11:15:00,3.8149,3.533066792220007,3.3050999999999995
2011-07-28 11:30:00,3.612600000000001,3.3333778567000065,3.1138999999999992
2011-07-28 11:45:00,3.2352999999999996,3.0628748271000057,3.0174999999999996
2011-07-28 12:00:00,3.626000000000001,3.380475730930005,4.78220000000001
2011-07-28 12:15:00,3.5626999999999995,3.326005281540004,4.772500000000009
2011-07-28 12:30:00,3.4829999999999997,3.259423738890004,4.773300000000008
2011-07-28 12:45:00,3.3360999999999996,3.2304645601800037,4.771900000000008
2011-07-28 13:00:00,3.1260999999999997,2.904314233530003,4.104699999999998
2011-07-28 13:15:00,3.1795999999999993,2.9662753747300026,4.097199999999998
2011-07-28 13:30:00,3.493799999999999,3.1700576371300033,4.105399999999998
2011-07-28 13:45:00,3.5206,3.271293232630003,4.097199999999998
2011-07-28 14:00:00,3.0335000000000005,2.897108673170002,2.5237000000000003
2011-07-28 14:15:00,2.8082000000000007,2.7155319615300018,2.5237999999999996
2011-07-28 14:30:00,3.732000000000001,3.721653151370002,2.8191999999999995
2011-07-28 14:45:00,3.1661000000000006,3.127912222290001,2.525499999999999
2011-07-28 15:00:00,2.8023000000000007,2.6584602300900007,4.549800000000003
2011-07-28 15:15:00,3.0860000000000007,3.0575042890800006,4.548900000000004
2011-07-28 15:30:00,2.952400000000001,2.9211701928800005,4.558200000000006
2011-07-28 15:45:00,2.9967000000000006,2.9391824198500007,4.548700000000004
2011-07-28 16:00:00,2.9941,2.8546387273500002,2.2830999999999997
2011-07-28 16:15:00,2.923600000000001,2.989930616350001,2.2774
2011-07-28 16:30:00,3.0339000000000014,2.882353359170001,2.2924
2011-07-28 16:45:00,2.902900000000001,2.8313777102300004,2.3008000000000006
2011-07-28 17:00:00,2.6882000000000015,2.53464794185,1.8291000000000002
2011-07-28 17:15:00,2.6438000000000015,2.4465803242900006,1.8114999999999999
2011-07-28 17:30:00,2.934600000000001,2.7308639073500007,2.0435000000000003
2011-07-28 17:45:00,3.0618000000000016,2.91649064525,2.2256
2011-07-28 18:00:00,2.7651000000000017,2.6618115595500003,1.8628000000000002
2011-07-28 18:15:00,2.429400000000001,2.3532341401699997,1.6519000000000004
2011-07-28 18:30:00,2.363700000000001,2.35055658447,1.6654000000000004
2011-07-28 18:45:00,2.534400000000001,2.4641153453099993,1.7263000000000006
2011-07-28 19:00:00,2.487,2.3791202220099987,1.6091
2011-07-28 19:15:00,3.1325000000000007,3.1267583373799988,2.3353
2011-07-28 19:30:00,2.1631000000000014,2.0618086153199986,1.3257000000000003
2011-07-28 19:45:00,2.270400000000001,2.1572881273199984,1.4160000000000001
2011-07-28 20:00:00,2.4171000000000014,2.320567407069999,1.5613000000000004
2011-07-28 20:15:00,2.2301000000000006,2.254299071669999,1.5027
2011-07-28 20:30:00,1.9650000000000003,2.0355087841099992,1.2927000000000002
2011-07-28 20:45:00,2.024400000000001,2.055783428019999,1.308
2011-07-28 21:00:00,2.135600000000001,1.9603014797599978,1.2190999999999999
2011-07-28 21:15:00,1.8483000000000007,1.841008749849998,1.1189
2011-07-28 21:30:00,2.025300000000001,1.923062156199998,1.1968999999999999
2011-07-28 21:45:00,2.1657000000000006,2.0733693414999994,1.3100999999999998
2011-07-28 22:00:00,1.705900000000001,1.6461310594999985,0.8979000000000001
